conversation_id,speaker_id,start_time,end_time,text,outcome
84150_95,1,12.7,14.2,"I guess, but I’m not really looking to switch providers right now.",no sale
84150_95,0,14.7,20.1,"Of course, I understand. Many of our customers felt the same way at first. May I ask—are you interested in reducing your monthly costs if it’s straightforward?",no sale
84150_95,1,20.7,23.7,"Well, who isn’t, but honestly my rates aren’t too bad. I just renewed last month.",no sale
84150_95,0,24.0,29.1,"That’s great you’re looking after it! The plan I’m offering locks in a flat 12 cents per kilowatt hour for the next 12 months, plus a $25 sign-up credit. Would that be lower than your current rate?",no sale
84150_95,1,29.7,32.6,"I think I’m paying about that now. And the credit sounds fine, but I’m not sure about the switch.",no sale
84150_95,0,32.9,36.2,"No worries. Switching is actually seamless—we handle it for you and there’s no disruption to your service, just a bill from us at the new rate.",no sale
84150_95,1,36.4,40.2,"Hmm, I’m honestly set for now. I’ve heard these offers before and there’s always some catch or hidden fee.",no sale
84150_95,0,40.8,44.3,"I completely understand your concern. Our rate is all-inclusive—no surprise fees, and you can cancel without penalty at any time.",no sale
84150_95,1,44.9,48.1,"I’m going to skip it, thanks. I don’t want to change anything mid-cycle, especially since I just renewed.",no sale
84150_95,0,48.4,52.2,"That’s absolutely fine and thank you for your honesty. If you change your mind or want to compare plans in the future, can I send you the details by email just in case?",no sale
84150_95,1,52.6,53.5,"No, that’s okay. Thank you for calling though.",no sale
53124_96,0,1.11,4.38,"Good afternoon! May I speak with Ms. Rivera, please?",no sale
53124_96,1,4.67,5.81,"Hi, this is Julia Rivera. Who's calling?",no sale
53124_96,0,6.15,9.24,"Thanks, Julia. My name’s Sean from AllBright Energy. I’m calling to let you know you may qualify for a new low-rate energy plan with added monthly discounts.",no sale
53124_96,1,9.68,12.85,"Oh, I see. I'm actually in the middle of something—can you send me info by email instead?",no sale
53124_96,0,13.29,17.92,"I’ll be quick, I promise! With this plan, you could save up to 15% on your current rate, and there’s no cost or contract to switch. Does that sound interesting?",no sale
53124_96,1,18.32,22.47,"Honestly, I haven’t had a good experience switching before. My last provider gave me a really confusing bill. Is this a variable rate?",no sale
53124_96,0,22.8,27.35,"I completely understand. Actually, it’s a fixed-rate plan for 12 months, so your kilowatt pricing will stay steady even if market prices spike.",no sale
53124_96,1,27.58,30.02,But what about fees for early cancellation? I don’t want to get locked in again.,no sale
53124_96,0,30.21,33.98,"There are no fees to enroll or leave, and you can cancel anytime. Plus, there’s an extra $10 bill credit just for signing up this month.",no sale
53124_96,1,34.21,37.99,"I appreciate it, but honestly, I’m not interested. I’d rather stay with what I have right now—too much hassle to switch.",no sale
53124_96,0,38.14,40.65,"No problem, Julia. Can I note a reason just for our records—price, satisfaction with your provider?",no sale
53124_96,1,41.07,43.31,Mostly just peace of mind. I'm fine where I am. Thanks for understanding.,no sale
53124_96,0,43.59,45.85,"Absolutely. Thanks for your time, and enjoy the rest of your day!",no sale
52048_97,0,1.0,6.18,"Good afternoon, am I speaking with Mr. Roth?",no sale
52048_97,1,6.19,7.4,"Yes, this is him. Who's calling?",no sale
52048_97,0,7.91,14.55,"Hi Mr. Roth, I'm Donnie Marshall calling from ClearSpark Energy. How are you today?",no sale
52048_97,1,15.1,17.0,"I'm good, thanks. How can I help you?",no sale
52048_97,0,17.55,24.1,I'm reaching out because we have a new residential energy plan tailored to help you lower your bills with guaranteed discounts for the next year. Would you be open to hearing about it?,no sale
52048_97,1,24.6,30.02,"Hmm, I'm not sure. I already have a plan I'm pretty happy with, and I just renewed a couple months ago.",no sale
52048_97,0,30.45,36.3,"Absolutely, I understand. Can I just quickly share what we’re offering, and if it doesn’t make sense for you, we can end the call? It’ll only take a minute or two.",no sale
52048_97,1,36.92,39.45,"Alright, go ahead.",no sale
52048_97,0,40.02,46.81,"Thank you. So, our ConnectSmart Rate locks your price at 12.5 cents per kilowatt-hour—no minimum, no peak surcharges, and you’ll get a $50 introductory discount applied to your first two bills.",no sale
52048_97,1,47.47,51.97,"That’s about the rate I have now. My current supplier actually gave me some loyalty perks too, so it sounds pretty similar.",no sale
52048_97,0,52.79,58.64,"I totally get it. Just to clarify, are you paying a base price year-round, or do you have rate changes for high-usage months?",no sale
52048_97,1,59.2,62.18,"It's fixed, and they committed to keep it for at least 12 months.",no sale
52048_97,0,62.44,65.84,"Great, that’s a good deal as well. And, are you currently happy with their customer service?",no sale
52048_97,1,66.01,67.25,No complaints so far.,no sale
52048_97,0,67.51,72.78,"Okay, that’s great. I appreciate your time, Mr. Roth. If anything changes and you want to compare quotes again, may I send you a follow-up email with these details just in case?",no sale
52048_97,1,73.33,76.01,"No, thank you. I try to keep my inbox clean, honestly. But I appreciate your call.",no sale
52048_97,0,76.52,80.21,"Absolutely, understood. If you ever have questions about your rates or just want to compare down the line, look us up at ClearSpark Energy.",no sale
52048_97,1,80.9,82.1,"Will do. Thanks, Donnie.",no sale
52048_97,0,82.41,83.74,Have a great afternoon!,no sale
20843_98,0,1.15,5.34,"Good afternoon, may I please speak with Mr. Gonzalez? Hello, Mr. Gonzalez, this is Clara from ClearRate Energy Solutions.",no sale
20843_98,0,6.09,10.25,How are you today? The reason for my call is that you’re eligible for a new energy plan we’re rolling out with exclusive monthly discounts for longstanding customers.,no sale
20843_98,1,10.82,13.28,"I see. I’m fine, thanks. What does this new plan involve exactly?",no sale
20843_98,0,14.04,19.85,"Great question! Right now, you’re paying a variable rate, which changes month to month. Our new plan locks in a fixed rate—plus you’d receive a direct $8 discount off every bill for the next year.",no sale
20843_98,1,20.49,23.37,"Hmm, and is there a catch? Any contract or penalty if I change my mind?",no sale
20843_98,0,23.86,27.74,"No long-term contract at all—you’re free to leave any time. The discount applies as long as you stay on the plan, and you keep the same energy supplier, same service.",no sale
20843_98,1,28.13,32.51,"Alright. What’s the new fixed rate? I’m pretty happy with what I’m paying already, honestly.",no sale
20843_98,0,33.17,37.38,"With the discount, your average cost per kWh comes out to about $0.11, versus $0.13 right now. It’s a decent saving over a year, especially with rates expected to go up this fall.",no sale
20843_98,1,38.01,42.42,I’m not sure… I recently renegotiated my plan with another provider and got a pretty competitive rate. I don’t want to sign up for something just to save a few dollars.,no sale
20843_98,0,43.2,47.88,"Absolutely, understand your caution. Many others have found it worthwhile since the discount is guaranteed and you won’t be affected if market prices spike.",no sale
20843_98,1,48.22,54.39,"I appreciate you explaining that, but I’d prefer to keep things as they are for now. If prices rise, maybe I’ll consider it. Can I get these offers in the future?",no sale
20843_98,0,54.85,57.94,"Of course, you’re always welcome to contact us. We keep offers rotating every few months.",no sale
20843_98,0,58.42,61.66,Would you like me to send you more details by email in case you change your mind?,no sale
20843_98,1,62.21,65.5,"No, that’s alright. I’ll call if I decide to explore it, thank you though.",no sale
20843_98,0,66.03,69.61,"No worries at all. Thanks for your time today, Mr. Gonzalez. Hope you have a wonderful afternoon.",no sale
23945_99,0,2.1,6.72,"Good morning, is this Mr. Taylor? My name is Denise from GreenEdge Energy—how are you today?",no sale
23945_99,1,7.2,8.33,"Hi Denise, I'm fine, thanks. What can I do for you?",no sale
23945_99,0,9.12,16.09,I’ll be brief—I’m reaching out today because you qualify for our new energy plan which could reduce your monthly bill by up to 15% with no long-term commitment.,no sale
23945_99,1,17.02,17.59,"Thanks, but I'm generally happy with my current provider.",no sale
23945_99,0,18.1,22.35,I understand. Could I ask—are you aware of your current rate per kilowatt-hour or if you’re getting a fixed deal?,no sale
23945_99,1,22.85,25.14,"Not exactly, to be honest. I just know the total seems reasonable.",no sale
23945_99,0,25.67,31.51,"Well, we’re offering a 12.8 cent per kWh fixed rate and include a $5 monthly bill credit for the first six months—no activation fees, and you keep the same power supplier.",no sale
23945_99,1,32.05,34.99,"That does sound alright, but I just renewed with my provider last month, so I don't really want to switch right now.",no sale
23945_99,0,35.42,38.97,"No problem, Mr. Taylor. If I may ask, do you know if there are penalties for leaving your current plan or if you have a cooling-off period?",no sale
23945_99,1,39.85,42.64,"Not sure—I’d have to double-check the paperwork, but I’d rather avoid any hassles.",no sale
23945_99,0,43.01,46.6,That makes sense. Should I send you an email with the details so you can keep it on file if your contract changes?,no sale
23945_99,1,47.02,48.25,"If you want, but I probably won’t take action for now.",no sale
23945_99,0,48.72,51.26,"Absolutely, no problem at all! I’ll email you the rates and you’re free to reach out if things change.",no sale
23945_99,1,51.8,53.56,"Thanks, Denise. Have a great day.",no sale
23945_99,0,53.78,56.56,"Thank you, Mr. Taylor. Take care!",no sale
20560_100,0,0.55,5.09,"Good afternoon, is this Mr. Robertson? Hi, it’s Karen calling from Horizon Energy.",no sale
20560_100,1,5.8,7.03,"Hello, yes, this is him. How can I help you?",no sale
20560_100,0,7.62,11.94,"Thanks for taking the call! I’m reaching out because we have a new energy plan with guaranteed savings, and I wanted to see if you’d be interested in a quick overview.",no sale
20560_100,1,12.29,14.43,"I appreciate it, but I’m actually happy with my current provider.",no sale
20560_100,0,15.19,20.16,"Totally understandable. Just to clarify, would you be open to learning about a plan that could lower your monthly bill by up to 12%, without any long-term contract?",no sale
20560_100,1,20.81,23.4,"Honestly, I'm hesitant to switch. I locked in a fixed rate last year and haven't had any issues.",no sale
20560_100,0,24.05,28.26,"That’s great to hear! We always encourage customers to choose what works for them. Just so you know, our plan doesn’t require you to change your supplier—just the plan itself.",no sale
20560_100,1,28.82,31.57,"That’s interesting, but I don’t really like making changes when everything’s working fine.",no sale
20560_100,0,32.26,35.81,"I completely get that. Before I let you go, are there any pain points with your current provider—like hidden fees or unpredictable bills?",no sale
20560_100,1,36.49,39.22,"No, not really. I checked a few months ago and everything has been consistent.",no sale
20560_100,0,40.07,43.21,"Great—consistency is important! Just so I know, when does your current contract end?",no sale
20560_100,1,44.13,45.66,I think I have about another nine months left.,no sale
20560_100,0,46.16,49.38,Makes sense. Would you mind if I reached out a little closer to your renewal date?,no sale
20560_100,1,50.01,51.67,That would be fine. Thanks for understanding.,no sale
18304_1,0,0.5,4.1,"Good morning, is this Ms. Davis? This is Michael from SunPeak Energy Solutions.",sale
18304_1,1,4.5,5.45,"Hi, yes, speaking. How can I help you?",sale
18304_1,0,5.85,11.12,"Thanks for taking my call, Ms. Davis. I wanted to let you know we just launched our new GreenSave energy plan, which includes a monthly discount and fixed pricing for 6 months—no contract required.",sale
18304_1,1,11.95,13.1,That sounds interesting. What’s different about this plan?,sale
18304_1,0,13.55,20.32,"Great question! We’re offering a $9 monthly discount for the first year, plus a locked-in supply rate that protects you from seasonal price spikes. You keep your current provider for service, but your supply cost drops right away.",sale
18304_1,1,21.0,22.3,"Okay, and am I locked in for any period?",sale
18304_1,0,22.52,26.11,"Nope, totally flexible. There’s no penalty for early cancellation. If you ever want to opt out, you’re free to do so.",sale
18304_1,1,27.02,28.38,I pay about $72 a month right now. Would this actually lower my bill?,sale
18304_1,0,28.82,32.87,"Absolutely—your supply rate drops from 14¢ to 11¢ per kWh, and with the $9 monthly discount, you’d save around $110 a year based on your usage. I can also email you a savings breakdown.",sale
18304_1,1,33.8,33.96,That does sound good.,sale
18304_1,0,34.4,39.04,"To get you started, I just need your service address and the account number from your last bill. You’ll get a confirmation email right away. Would you like to begin the switch now?",sale
18304_1,1,39.6,41.12,"Sure, let’s do it. My address is 457 Juniper Lane in Lakevale.",sale
18304_1,0,41.55,44.03,Got it—thank you. And could you read off your account number when you have a moment?,sale
18304_1,1,45.12,47.2,Sure. It’s 014-984-220.,sale
18304_1,0,47.88,54.95,"Perfect, thank you, Ms. Davis. I’ll process your enrollment and you’ll receive an email confirmation shortly. You’ll see your new rate and discount on your next billing cycle. If you have any questions, you’ll have my contact and customer support info as well.",sale
18304_1,1,55.7,56.35,"Thank you, Michael, I appreciate your help.",sale
18304_1,0,57.0,59.8,"Thank you, Ms. Davis! Welcome to the GreenSave plan with SunPeak. If you need anything at all, don’t hesitate to reach out.",sale
58231_2,0,0.75,4.1,"Good afternoon, is this Ms. Phillips speaking?",sale
58231_2,1,4.1,5.77,"Hi, yes, this is she.",sale
58231_2,0,6.15,12.2,"Wonderful! My name is Adam from GreenStreet Energy, and the reason I’m calling is to thank you for being a loyal customer these past three years. We’re now offering a new energy plan, and you’ve been pre-qualified for our exclusive discounted rate.",sale
58231_2,1,12.4,15.82,That sounds interesting. Is it very different from my current plan?,sale
58231_2,0,16.11,22.96,"It sure is. Right now, you’re paying a variable rate which has led to some unpredictable bills, but our new fixed-rate plan brings your rate down to 11 cents per kilowatt hour—locked in for 12 months with no early termination fees.",sale
58231_2,1,23.15,25.81,"Locked in, you say? That might actually help with budgeting.",sale
58231_2,0,26.07,29.85,"Absolutely, and to sweeten the offer, we’re giving you a $50 welcome credit on your first bill and a loyalty discount that reduces your admin fee by half.",sale
58231_2,1,30.18,32.03,That does sound pretty appealing. What’s the catch?,sale
58231_2,0,32.29,37.52,"No catch, Ms. Phillips—I promise. In fact, if you decide you want to switch back or cancel, there’s absolutely no penalty. Plus, your power supply is uninterrupted because the utility stays the same.",sale
58231_2,1,37.72,40.41,"So, my provider doesn't change—it's just the plan and billing?",sale
58231_2,0,40.65,44.8,Exactly right. You’ll still have service from the same utility company—this simply guarantees a better rate and bigger savings.,sale
58231_2,1,45.01,48.26,"Does it take long to switch, or is there paperwork I’ll need to deal with?",sale
58231_2,0,48.33,52.11,"Nope! I can get everything started for you over the phone, and I’ll email you a confirmation with all the details. We just need to verify your address and billing details.",sale
58231_2,1,52.33,55.38,"Alright, I think I’m ready to try it. What do you need from me to lock in this plan?",sale
58231_2,0,55.62,60.01,"Perfect—thank you! Just to confirm, is your mailing address still 602 Meadow Way, apartment 4C?",sale
58231_2,1,60.15,60.99,"Yes, that’s correct.",sale
58231_2,0,61.11,65.38,"Great, and will you be using the same bank account for automatic payments?",sale
58231_2,1,65.65,66.67,"Yes, that’s fine.",sale
58231_2,0,67.18,71.07,"Alright, you’re enrolled in our fixed-rate GreenStreet Discount Plan starting in your next billing cycle. I’ll send the confirmation link to your email right after we hang up.",sale
58231_2,1,71.31,73.02,"That was easy! Thanks, Adam.",sale
58231_2,0,73.17,77.15,"You’re welcome! You’ll see the savings on your next bill, and I’ll be your point of contact in case you have any questions. Have a fantastic day, Ms. Phillips!",sale
77321_3,0,0.82,4.02,"Hello, may I speak with Mr. Robinson, please?",sale
77321_3,1,4.45,5.07,"Yes, this is he.",sale
77321_3,0,5.3,10.5,"Hi, Mr. Robinson, this is Tara from Metro Energy Solutions. How are you doing today?",sale
77321_3,1,10.89,11.56,"I'm well, thank you. How can I help you?",sale
77321_3,0,12.01,21.3,"I’m reaching out today because you’re eligible for our new, commitment-free SmartSaver Energy Plan, which includes immediate monthly discounts and a bonus for switching. May I take a moment to share how you’d benefit?",sale
77321_3,1,21.74,22.71,"Okay, sure, go ahead.",sale
77321_3,0,23.02,31.27,"Thank you! We’re offering a 15% discount on your energy supply charges for the first 12 months—no contract lock, and your current provider stays the same for delivery and service.",sale
77321_3,1,31.66,33.83,"So, nothing changes except the rate? Do I risk any penalties?",sale
77321_3,0,34.19,39.98,"That’s right—no risk at all. You keep your current provider, you can cancel anytime with no penalty, and you’ll see the discounted rate on your monthly bill.",sale
77321_3,1,40.28,45.14,"Sounds easy enough. What’s the new rate, exactly? And how much would I save?",sale
77321_3,0,45.62,53.79,"Great question—our rate is fixed at $0.107 per kWh for 12 months. Based on your typical usage, you'll save about $22 every month compared to what you’re paying now.",sale
77321_3,1,54.03,58.62,So that's roughly $264 per year? Not bad. Anything else I should know?,sale
77321_3,0,58.91,65.55,"Yes—you'll also get a $50 account credit just for enrolling today. Plus, we handle the switch for you, and you’ll get notifications and online bill management through our customer portal.",sale
77321_3,1,66.06,68.13,That does sound appealing. Is there a catch?,sale
77321_3,0,68.56,75.97,"No catch, I promise. Rates are guaranteed for 12 months, no fees, no interruption in your service. If, for any reason, you want to switch back, you can do so at any time.",sale
77321_3,1,76.41,77.4,"Okay, let’s do it.",sale
77321_3,0,77.75,81.5,"Perfect! I’ll just need to confirm your service address and the last four digits of your utility account number to get you enrolled. May I have those, please?",sale
77321_3,1,81.96,84.23,"Sure, the address is 290 Grandview Avenue, and the account ends in 4137.",sale
77321_3,0,84.56,88.12,"Thank you, Mr. Robinson. I’ll enroll you now. You’ll see the new rate on your next bill, and the $50 credit will post in 1–2 billing cycles.",sale
77321_3,1,88.42,90.21,"Sounds great, thanks for making this easy.",sale
77321_3,0,90.47,94.24,"It was my pleasure, Mr. Robinson. Look for an email confirmation in the next few minutes, and let us know if you have questions at any time.",sale
77321_3,1,94.56,95.19,Will do. Take care!,sale
77321_3,0,95.44,97.05,You too! Welcome to the SmartSaver Plan.,sale
45219_4,0,0.5,4.2,"Hello, may I speak with Mr. Evans? This is Amy Carter from GreenTown Utilities.",sale
45219_4,1,4.8,6.7,"Yes, this is Evans speaking.",sale
45219_4,0,7.1,12.3,Hi Mr. Evans! I'm calling because you’re eligible for a new energy plan with exclusive discounts. Do you have a couple of minutes?,sale
45219_4,1,12.8,15.1,"Yeah, I have a few minutes. What's involved?",sale
45219_4,0,15.8,23.1,"We’re offering a flexible energy plan locked at $0.12 per kWh, with a guaranteed 10% discount for the first six months and no contract lock-in. On average, our customers save $180 in the first year.",sale
45219_4,1,23.7,25.5,How does that compare to what I'm paying now?,sale
45219_4,0,26.0,31.2,"Based on your latest statement, you’re at $0.148 per kWh with WindLight Energy. If you switched to our plan, your estimated monthly bill would drop from $98 to about $82.",sale
45219_4,1,31.7,33.2,That's a solid difference. Is there any penalty if I change my mind?,sale
45219_4,0,34.0,36.1,None whatsoever. Cancel anytime—no fees or hidden costs.,sale
45219_4,1,36.9,39.7,Okay. Do I need to call my current provider to switch?,sale
45219_4,0,40.2,44.3,"No need, we handle the entire process for you and ensure there’s no interruption in your electricity.",sale
45219_4,1,45.0,47.5,Sounds easy enough. What do you need from my side?,sale
45219_4,0,48.1,55.0,"Just a quick confirmation of your billing address, your preferred email for monthly statements, and either your account number or a recent bill so we can retrieve your meter info.",sale
45219_4,1,55.7,57.6,"Okay, billing address is 848 Willow Lane, and my email is evans1945@gmail.com.",sale
45219_4,0,58.2,61.7,"Perfect. For verification, could you read your most recent account number from your bill?",sale
45219_4,1,62.6,67.4,"Yeah, let me check... It's 105871993. That's under WindLight, correct?",sale
45219_4,0,68.1,73.2,"That’s perfect—matches our records. Before I finalize the switch, is there anything else I can clarify or any specific needs you have regarding the plan?",sale
45219_4,1,73.9,75.3,"No, I just want to save and keep things simple.",sale
45219_4,0,75.9,83.1,"Great—I've enrolled you in our GreenSaver Discount plan. You'll get the confirmation and welcome packet by email within the hour. Once you receive it, simply click the link to accept the terms digitally.",sale
45219_4,1,83.5,85.4,"Awesome. Thanks for making this easy, Amy.",sale
45219_4,0,86.0,90.9,"My pleasure, Mr. Evans. Welcome to GreenTown! If you need anything else or want to refer a friend for a bonus, just let us know.",sale
58231_5,0,2.11,5.02,"Good afternoon, may I please speak with Mr. Adam Turner?",sale
58231_5,1,5.34,6.12,This is Adam speaking.,sale
58231_5,0,7.0,10.22,"Hi Adam, this is Laura from Horizon Energy. How are you today?",sale
58231_5,1,10.44,12.17,"I'm well, thanks. How can I help you?",sale
58231_5,0,12.74,17.39,"I'm calling because, as one of our valued customers, you qualify for our new SmartSaver Energy Plan, which includes a guaranteed 16% discount on your supply rate for the next 12 months.",sale
58231_5,1,17.6,20.28,That sounds interesting. Can you tell me what that means for my monthly bill?,sale
58231_5,0,20.91,26.4,"Sure thing! Based on your average usage, you’re currently spending about $92 per month. With the new plan, that drops to around $77, and you also get zero supply charges for the first month.",sale
58231_5,1,27.06,29.46,"So there's no change to my service or my provider, right?",sale
58231_5,0,29.95,33.92,"Correct. The switch is entirely within Horizon Energy, with the same reliable service. The plan simply updates your rate and applies the discount automatically each month.",sale
58231_5,1,34.48,36.1,Is there a contract or a cancellation fee?,sale
58231_5,0,36.77,39.36,"No contract, and absolutely no cancellation fees. You can leave anytime. The rate is locked for a year, but you can opt out whenever you like.",sale
58231_5,1,39.72,40.92,I do like the flexibility. What do you need to get me started?,sale
58231_5,0,41.19,44.05,"Just a quick verification and your consent, Adam. Your billing details and current service address remain unchanged.",sale
58231_5,1,44.47,46.12,Sounds good. Let’s do it.,sale
58231_5,0,46.53,52.22,"Perfect! For the record, can you confirm your full name, service address at 75 Elm Street, and allow us to enroll you in the SmartSaver Plan at the fixed discounted rate?",sale
58231_5,1,52.57,54.31,"Yes, I confirm and give my consent.",sale
58231_5,0,54.9,57.61,"Thank you! You’re all set, Adam. You’ll see your new rate on next month’s bill. We’ll also email confirmation today.",sale
58231_5,1,58.14,59.28,"Awesome, thanks for taking care of this!",sale
58231_5,0,59.63,63.33,"My pleasure, and thank you for being a loyal customer. If you have any questions, just give us a call anytime. Have a wonderful day!",sale
52872_6,0,1.12,3.32,"Good afternoon, may I speak with Ms. Brown?",sale
52872_6,1,4.05,4.94,This is she. Who’s calling?,sale
52872_6,0,4.96,9.07,"Hi Ms. Brown, this is Alex with CityBright Energy. I’m calling today to let you know about exclusive savings now available for our loyal customers—do you have a minute?",sale
52872_6,1,9.2,10.21,"I’ve got a few minutes, sure.",sale
52872_6,0,10.65,17.37,"Wonderful! Before I explain, may I quickly confirm you’re still at 1272 Pine Grove Avenue—your last bill address with us?",sale
52872_6,1,17.44,18.96,"That’s correct. What’s this about, please?",sale
52872_6,0,19.56,26.29,"Great. CityBright is rolling out our new SteadySaver plan—it offers a locked-in rate of 12.9¢/kWh for the next year, plus a monthly discount of $8 applied to your energy bill right away.",sale
52872_6,1,26.54,29.32,Is there a catch to switching my plan?,sale
52872_6,0,29.86,37.14,"No catch at all. It’s a 12-month term, no early exit fees, your service and billing stay the same, and there’s no interruption. If prices drop, we’ll re-review your plan at six months.",sale
52872_6,1,37.98,42.06,How does the price compare to what I have now? My bill’s been about $78 last month.,sale
52872_6,0,42.39,50.83,"Yes, currently you’re on a variable rate that’s averaged 14.7¢ per kWh this quarter. By switching, you’ll save approximately $13 monthly—plus the $8 discount—which keeps you below $70 on average, depending on usage.",sale
52872_6,1,51.22,53.24,That actually sounds good. There’s no penalty if I leave?,sale
52872_6,0,53.77,58.95,"No penalty at all. If you decide to end your plan or move, just contact us and there are no fees or hidden costs.",sale
52872_6,1,59.41,61.25,"Alright, let’s do it. What do you need from me?",sale
52872_6,0,62.03,66.91,Perfect! I’ll just need to confirm your email for a quick confirmation and send you the plan details—does msbrown@email.com still work for you?,sale
52872_6,1,67.52,68.39,"Yes, that’s correct.",sale
52872_6,0,69.01,74.2,Great. You’ll get a follow-up confirmation with your new plan rate and the $8 discount reflected. You’ll also have a 14-day cooling-off period should you change your mind.,sale
52872_6,1,74.97,76.28,Sounds fair! Will I get the first bill at the new rate next month?,sale
52872_6,0,76.66,81.75,"Exactly! Your next statement will show the faster savings, and the rate adjustment is automatic. Just look for the SteadySaver line item.",sale
52872_6,1,82.13,83.05,Excellent. Thanks for helping me save!,sale
52872_6,0,83.84,85.62,"Thank you, Ms. Brown. Welcome to the SteadySaver plan!",sale
200370_7,0,1.12,4.59,"Good afternoon, is this Mr. Griffin?",sale
200370_7,1,5.01,5.99,"Yes, who's calling?",sale
200370_7,0,6.2,12.98,This is Carla from GreenPeak Energy. I'm calling to let you know about a new energy plan we've launched with some strong discounts for our loyal customers.,sale
200370_7,1,13.22,14.01,"Okay, go ahead.",sale
200370_7,0,14.65,21.43,"Great! Since you've been with us for three years, you qualify for our SmartSave plan, which provides a fixed-rate discount—$0.11 per kilowatt-hour—for 12 months, plus an extra $5 off your bill for the first six months.",sale
200370_7,1,21.82,23.2,"That does sound better than what I'm paying, actually.",sale
200370_7,0,23.68,27.74,"Right now, I see you pay about $65 monthly, and your average rate is closer to $0.15 per kilowatt-hour, so this plan will lower your bill noticeably.",sale
200370_7,1,28.21,31.74,"Is there any kind of contract or penalty if I need to cancel, or hidden fees?",sale
200370_7,0,32.12,37.89,"No penalty at all—you're free to switch plans anytime and there are zero hidden fees. We believe in total transparency. You get the discount for as long as you're on the plan, and can leave whenever you like.",sale
200370_7,1,38.43,42.92,Sounds like a good deal. What do you need from me to set this up?,sale
200370_7,0,43.33,49.07,"Just to confirm, I have your address as 2213 Briar Lane, and your email as griffin.m@email.com. Are those still correct?",sale
200370_7,1,49.73,50.61,"Yes, both are right.",sale
200370_7,0,51.3,56.98,"Perfect. If you could confirm your date of birth for the agreement, I'll submit your enrollment right now and you'll receive a confirmation email within the hour.",sale
200370_7,1,57.75,58.44,"May 18th, 1972.",sale
200370_7,0,59.18,63.36,"Thank you, Mr. Griffin. I’ve just completed your enrollment in the SmartSave plan. Your next bill will reflect the lower rate and that $5 discount upfront.",sale
200370_7,1,63.52,65.06,Excellent! Thanks for making it easy.,sale
200370_7,0,65.64,69.08,"Of course! Keep an eye out for the welcome email, and feel free to reply if you have questions. Thank you for being a loyal customer.",sale
72951_8,0,1.23,3.97,"Good afternoon, is this Mr. Thompson?",sale
72951_8,1,4.21,5.86,"Yes, speaking. Who is this?",sale
72951_8,0,6.05,10.27,"Thanks, Mr. Thompson. This is Olivia from MetroEnergy. I’m calling because you qualify for a new energy plan that features permanent discounts. Do you have a couple of minutes?",sale
72951_8,1,10.45,11.55,"Sure, I’m listening.",sale
72951_8,0,12.02,16.56,"Awesome! So, because you’ve been with MetroEnergy for 3 years, we’re applying a $7 monthly bill credit and unlocking our discounted fixed-rate energy plan for you.",sale
72951_8,1,16.61,17.98,What’s different about this plan? Is it just a lower rate?,sale
72951_8,0,18.09,23.42,"Good question. Not only will you pay $0.113 per kWh—which is well under the state average—but you also get 24/7 customer support, no service interruption, and the plan comes commitment-free. No hidden fees or early cancellation penalties.",sale
72951_8,1,23.88,26.66,"Okay, but will I need to switch providers or do anything technical?",sale
72951_8,0,27.01,31.22,"Nope! We’ll handle the entire switch for you. You keep the same delivery and infrastructure. The only thing that changes is the price you pay per kWh—and of course, you start saving each month.",sale
72951_8,1,31.56,34.12,What’s my current rate now? Do you happen to know?,sale
72951_8,0,34.32,39.84,"According to your previous bills, you’re paying $0.137 per kWh right now, so this offer drops you more than 2 cents per kWh. For your average monthly usage, you’d save about $14 to $18 per month.",sale
72951_8,1,40.15,42.68,That actually sounds pretty good. How long is the discounted rate locked in?,sale
72951_8,0,43.08,47.37,"Great question. The rate is locked for 12 months, but you’re never locked in. If you see a better deal or want to change, you’re free to do so anytime—no penalties.",sale
72951_8,0,47.9,51.27,"And to make this even easier, we’ll also apply the $7 credit automatically on your first bill once you switch over.",sale
72951_8,1,51.74,53.46,"Alright, I think I’d like to do this. What do we need to get started?",sale
72951_8,0,54.19,57.32,"Fantastic! All I need is your service address and your email, so we can send your contract confirmation. May I confirm your address as 22 Ridgewood Lane, Somerset?",sale
72951_8,1,57.55,58.82,"Yes, that’s correct.",sale
72951_8,0,59.31,61.27,"Great, and your preferred email is still thompson@email.com?",sale
72951_8,1,61.43,62.8,"Yes, that’s the one I use.",sale
72951_8,0,63.48,66.56,"Perfect, your plan is all set! You’ll receive a welcome email and contract summary within a few minutes. You should see the discounted rate on your first bill next cycle.",sale
72951_8,1,67.05,68.1,"Awesome, thank you Olivia. I appreciate you reaching out.",sale
72951_8,0,68.49,71.41,"Of course! I'll send your summary right away and you can reply with any questions anytime. Thank you, and welcome to your new savings plan, Mr. Thompson.",sale
80571_9,0,1.23,4.18,"Hello, may I speak with Mrs. Peterson, please?",sale
80571_9,1,4.23,5.69,This is she. Who’s calling?,sale
80571_9,0,5.81,10.3,"Hi Mrs. Peterson, this is Jordan Smith from SunStream Energy. How are you today?",sale
80571_9,1,10.5,11.51,"I'm good, thanks. What’s this about?",sale
80571_9,0,11.75,17.5,"I’m calling because you’re eligible for our new flexible energy plan, which includes a $10 monthly discount and stabilizes your rates for 12 months. Would you have a couple minutes to go over it?",sale
80571_9,1,17.77,20.91,Is this a contract? I’m always wary of hidden fees and commitments.,sale
